Game,Finished,Genre,Platform,Release date,Service,Review,GOTY
Sins of a Solar Empire,1.1.2011,4X,Windows,2008,Steam,"Fun"
VVVVVV,1.1.2011,Platformer,Windows,2010,Humble Bundle,"Fun"
La-Mulana,1.1.2010,Metroidvania,Windows,2005,Free,"Took me 10 months to finish and two restarts from the beginning. This was possibly the best time I've ever had with a video game. The difficulty is something that slowly makes you intimately remember the game world and everything written in it as you struggle to piece together the complicated puzzles. The only downside in this game, I think, is that it doesn't have any replay value. After you've rammed your head against the wall for 10 months you already know the solutions to all the puzzles and there's not much to experience in it. I didn't find the combat that interesting that I'd want to try the game again for more combat challenge. Incredible music.",GOTY
Broken Sword,1.1.2010,Point & Click,Windows,1996,GOG,"Fun"
Broken Sword 2,1.1.2010,Point & Click,Windows,1997,GOG,"Fun"
Broken Sword 3,1.1.2010,Adventure,Windows,2003,GOG,"Fun-ish"
Dragonsphere,1.1.2010,Point & Click,Windows,1994,GOG,"Fun"
Syberia,1.1.2010,Point & Click,Windows,2002,GOG,"Fun"
Teenagent,1.1.2010,Point & Click,Windows,1994,GOG,"Fun"
Braid,1.1.2010,Puzzle platformer,Windows,2008,Humble Bundle,"Fun"
Limbo,1.1.2010,Platformer,Windows,2010,Humble Bundle,"Fun"
Hero Core,1.1.2010,Metroidvania,Windows,2010,Free,"Fun"
Minecraft,1.1.2010,Sandbox,Windows,2010,Other,"Really good"
Trine,1.1.2010,Platformer,Windows,2009,Humble Bundle,"Average"
And Yet It Moves,1.1.2009,Puzzle platformer,Windows,2009,Humble Bundle,"Meh"
Aquaria,1.1.2009,Metroidvania,Windows,2007,Humble Bundle,"Fun"
Europa Universalis 3,1.1.2009,Grand strategy,Windows,2007,Other,"Fun"
Hearts of Iron 2,1.1.2009,Grand strategy,Windows,2005,Other,"Fun"
Victoria,1.1.2009,Grand strategy,Windows,2003,Other,"Fun"
World of Goo,1.1.2009,Puzzle,Windows,2008,Humble Bundle,"Fun"
The Longest Journey,1.1.2008,Point & Click,Windows,2000,GOG,"One of the best point & click games",GOTY
Audiosurf,1.1.2008,Music game,Windows,2008,Steam,"Average"
Within a Deep Forest,1.1.2008,Exploration,Windows,2006,Free,"Fun"
Penumbra: Overture,1.1.2008,Stealth puzzle,Windows,2007,Other,"Really good",GOTY
Penumbra: Black Plague,1.1.2008,Stealth puzzle,Windows,2008,Other,"Really good"
Penumbra: Requiem,1.1.2008,Puzzle,Windows,2008,Other,"Meh"
Samorost,1.1.2008,Adventure,Windows,2003,Humble Bundle,"Average, developers on shrooms"
Samorost 2,1.1.2008,Adventure,Windows,2005,Humble Bundle,"Average, developers on shrooms"
Shadowgrounds: Survivor,1.1.2008,Top down shooter,Windows,2007,Other,"Meh"
X-COM: Ufo Defence,1.1.2008,Tactics,DOSBox,1994,Other,"Really good",GOTY
Command & Conquer: Tiberium Wars,1.1.2008,RTS,Windows,2007,Other,"Meh"
Battle for Wesnoth,1.1.2008,Computer boardgame,Linux,2003,Free,"Really good"
Star Control 2,1.1.2008,Adventure,Windows,1992,Free,"Really good",GOTY
DarkStar One,1.1.2007,Space shooting,Windows,2006,Retail,"An average space shooter that doesn't really excel in any area. You only have one ship that upgrade in RPG fashion instead of buying new ships. Not worth it."
Half-Life 2: Episode Two,1.1.2007,FPS,Windows,2007,Steam,"Fun"
Knytt,1.1.2007,Exploration,Windows,2006,Free,"Fun"
Knytt Stories,1.1.2007,Exploration,Windows,2007,Free,"Fun"
Portal,1.1.2007,Puzzle,Windows,2007,Retail,"Fun"
X3: Reunion,1.1.2007,Space trading,Windows,2005,Other,"Fun"
Beneath a Steel Sky,1.1.2006,Point & Click,Windows,1994,Free,"Fun"
Cave Story,1.1.2006,Platformer,Windows,2004,Free,"Fun"
Darwinia,1.1.2006,RTS,Windows,2005,Humble Bundle,"Fun"
Half-Life 2: Episode One,1.1.2006,FPS,Windows,2006,Steam,"Fun"
Shadowgrounds,1.1.2006,Top down shooter,Windows,2005,Other,"Fun"
Sid Meier's Civilization IV,1.1.2006,4X,Windows,2005,Other,"Fun"
Deus Ex,1.1.2005,FPS,Windows,2000,Other,"Really good",GOTY
The Secret of Monkey Island,1.1.2005,Point & Click,SCUMMVM,1991,Other,"Fun"
Monkey Island 2: LeChuck's Revenge,1.1.2005,Point & Click,SCUMMVM,1997,Other,"Fun"
The Curse of Monkey Island,1.1.2005,Point & Click,SCUMMVM,2000,Other,"Fun"
Uplink,1.1.2005,Hacking,Windows,2001,Other,"Fun"
Mechwarrior 4 mercenaries,1.1.2005,Mech,Windows,2002,Other,"Fun"
Half-Life 2,1.1.2004,FPS,Windows,2004,Retail,"Fun"
Warcraft 3,1.1.2004,RTS,Windows,2002,Other,"Fun"
Command & Conquer: Generals,1.1.2003,RTS,Windows,2003,Retail,"Fun"
Half-Life Blueshift,1.1.2002,FPS,Windows,2001,Retail,"Meh"
Command & Conquer: Renegade,1.1.2002,RTS,Windows,2002,Retail,"Fun"
Half-Life Opposing Force,1.1.2001,FPS,Windows,1999,Retail,"Fun"
Sid Meier's Civilization III,1.1.2001,4X,Windows,2001,Other,"Fun"
Age of Empires 2,1.1.2000,RTS,Windows,1999,Retail,"Fun"
Half-Life,1.1.2000,FPS,Windows,1998,Retail,"Fun"
Command & Conquer: Red Alert 2,1.1.2000,RTS,Windows,2000,Retail,"Fun"
MechCommander,1.1.2000,RTS,Windows,1998,Other,"Fun"
Turok 2: Seeds of Evil,1.1.1999,FPS,Windows,1998,Retail,"Impressive selection of weapons, level design is quite varied, but sometimes levels end up being maze-like in un-fun fashion. Somewhat scary, at least at the time."
Command & Conquer: Tiberian Sun,1.1.1999,RTS,Windows,1999,Retail,"Fun"
Starcraft,1.1.1999,RTS,Windows,1998,Retail,"Fun",GOTY,,GOTY,
Quake 3 Arena,1.1.1999,FPS,Windows,1999,Retail,"Fun"
Mechwarrior 3,1.1.1999,Mech,Windows,1999,Demo,"Fun"
Dark Forces 2,1.1.1998,FPS,Windows,1997,Retail,"Fun"
Command & Conquer,1.1.1997,RTS,Windows,1995,Retail,"Fun"
Destruction Derby,1.1.1997,Racing,Windows,1996,Shareware,"Fun"
Wolfenstein 3D,1.1.1997,FPS,Windows,1992,Shareware,"Fun"
Doom,1.1.1997,FPS,Windows,1992,Shareware,"Fun"
Quake,1.1.1997,FPS,Windows,1996,Shareware,"Fun"
Duke Nukem 3D,1.1.1997,FPS,Windows,1996,Retail,"Really good"
Alien Rampage,1.1.1997,Platformer,Windows,1996,Shareware,"Fun"
Jungle Strike,1.1.1997,Shoot'em'up,Windows,1993,Other,"Fun"
Command & Conquer: Red Alert,1.1.1996,RTS,Windows,1996,Retail,"Fun"
Warcraft 2,1.1.1996,RTS,Windows,1995,Retail,"Fun"
Descent,1.1.1996,FPS,Windows,1994,Retail,"Fun"
Carrier Command,1.1.1995,Carrier simulator,Amiga,1987,Other,"Fun"
Firepower,1.1.1995,Top down shooter,Amiga,1987,Other,"Fun"
Beyond the Ice Palace,1.1.1995,Platformer,Amiga,1988,Other,"Fun"
Barbarian,1.1.1995,Side scrolling beat'em'up,Amiga,1987,Other,"Fun"
Shadow of the Beast,1.1.1995,Side scrolling beat'em'up,Amiga,1989,Other,"Fun"
Obliterator,1.1.1995,Side scrolling shooter,Amiga,1988,Other,"Fun"
Virus / Zarch,1.1.1995,Flight dogfight,Amiga,1987,Other,"Fun"
Golden Axe,1.1.1995,Side scrolling shooter,Amiga,1989,Other,"Fun",GOTY
Street Fighter 1,1.1.1995,Fighting,Amiga,1987,Other,"Fun"
Plutos,1.1.1995,Scrolling shooter,Amiga,1987,Other,"Fun"
Nitro,1.1.1995,Racing,Amiga,1990,Other,"Fun"
Pinball Dreams,1.1.1995,Pinball,Amiga,1992,Other,"Fun"
Hugo,1.1.1995,Rail action,Amiga,1992,Other,"Fun"
Dogs of War,1.1.1995,Scrolling shooter,Amiga,1989,Other,"Fun"
Rainbow Islands,1.1.1995,Platformer,Amiga,1987,Other,"Fun"
Bubble Bobble,1.1.1995,Arcade,Amiga,1986,Other,"Fun"
Rick Dangerous,1.1.1995,Puzzle platformer,Amiga,1990,Other,"Fun"
Rick Dangerous 2,1.1.1995,Puzzle platformer,Amiga,1990,Other,"Fun"
Tintin on the Moon,1.1.1995,Puzzle,Amiga,1987,Other,"Fun"
F/A-18 Interceptor,1.1.1995,Flight simulator,Amiga,1988,Other,"Fun"
Eye of the Beholder,1.1.1995,CRPG,Amiga,1991,Other,"Fun"
Netherworld,1.1.1995,Arcade,Amiga,1988,Other,"Fun"
Another World,1.1.1995,Puzzle platformer,Amiga,1991,Other,"Fun"
Flashback,1.1.1995,Puzzle platformer,Amiga,1992,Other,"Fun"
Rampage,1.1.1995,Arcade,Amiga,1986,Other,"Fun"
North & South,1.1.1995,Strategy & action,Amiga,1987,Other,"Really good"
Capone,1.1.1995,Rail shooter,Amiga,1988,Other,"Bad"
Robocop,1.1.1995,Scrolling shooter,Amiga,1989,Other,"Bad"
Druid,1.1.1995,Adventure,Amiga,1987,Other,"Fun"
Crossbow: The Legend of William Tell,1.1.1995,Adventure,Amiga,1990,Other,"Bad"
James Pond,1.1.1995,Adventure,Amiga,1990,Other,"Fun"
Stunt Car Racer,1.1.1995,Racing,Amiga,1989,Other,"Fun"
Star Wars: Return of the Jedi,1.1.1995,Arcade,Amiga,1988,Other,"Fun"
Star Wars,1.1.1995,Arcade,Amiga,1988,Other,"Fun"
The Punisher,1.1.1995,Rail shooter,Amiga,1990,Other,"Bad"
Overdrive,1.1.1995,Racing,Amiga,1993,Other,"Fun"
Targhan,1.1.1995,Side scrolling beam'em'up,Amiga,1989,Other,"Fun"
Twinworld,1.1.1995,Platformer,Amiga,1989,Other,"Really good"
The Great Giana Sisters,1.1.1995,Platformer / mario clone,Amiga,1988,Other,"Fun"
Chicago 90,1.1.1995,Racing,Amiga,1989,Other,"Meh"
The Addams Family,1.1.1995,Platformer,Amiga,1992,Other,"Bad"
Platoon,1.1.1995,Side scrolling shooter,Amiga,1988,Other,"Meh"
Dragon Ninja,1.1.1995,Side scrolling beam'em'up,Amiga,1989,Other,"Fun"
Super wintersport 92,1.1.1995,Sports,Amiga,1992,Other,"Fun"
Parachute Joust,1.1.1995,Joust,Amiga,1990,Other,"Fun"
Wings of Fury,1.1.1995,Flying / dogfight,Amiga,1987,Other,"Really good"
The New Zealand Story,1.1.1995,Platformer,Amiga,1988,Other,"Fun"
Impossible Mission II,1.1.1995,Platformer puzzle,Amiga,1988,Other,"Really good"
Live and Let Die,1.1.1995,Arcade,Amiga,1988,Other,"Meh"
Captain Fizz Meets The Blaster Trons,1.1.1995,Arcade,Amiga,1988,Other,"Fun"
Hostages,1.1.1995,Rail shooter,Amiga,1988,Other,"Meh"
Falcon,1.1.1995,Flight simulator,Amiga,1989,Other,"Meh"
The Enforcer,1.1.1995,Rail shooter,Amiga,1991,Other,"Meh"
Police Quest,1.1.1995,Text parser adventure,Amiga,1987,Other,"Fun"
Fiendish Freddy's Big Top O' Fun,1.1.1995,Sports,Amiga,1989,Other,"Fun"
Batman,1.1.1995,Side scrolling beam'em'up,Amiga,1989,Other,"Meh"
Desert Strike,1.1.1995,Shoot'em'up,Amiga,1992,Other,"Really good"
The New Zealand Story,1.1.1995,Platformer,Amiga,1988,Other,"Fun"
Turrican 2,1.1.1995,Platformer,Amiga,1991,Other,"Really good"
Turrican 3,1.1.1995,Platformer,Amiga,1993,Other,"Really good"
Hole-In-One Miniature Golf,1.1.1995,Golf,Amiga,1988,Other,"Really good"
Battleships,1.1.1995,Computer boardgame,Amiga,1987,Other,"Fun"
Jurassic Park,1.1.1995,Top down shooter,Amiga,1993,Other,"Fun"
Superfrog,1.1.1995,Platformer,Amiga,1993,Other,"Really good"
Cannon Fodder,1.1.1995,Top down tactics,Amiga,1993,Other,"Really good"
Sword of Sodan,1.1.1995,Scrolling beam'em'up,Amiga,1988,Other,"Meh"
Defender of the Crown,1.1.1995,Strategy & action,Amiga,1986,Other,"Fun"
Chuck Rock,1.1.1995,Platformer,Amiga,1991,Other,"Fun"
Teenage Mutant Ninja Turtles,1.1.1995,Platformer,Amiga,1990,Other,"Fun"
Toki,1.1.1995,Platformer,Amiga,1989,Other,"Fun"
Rodland,1.1.1994,Platformer,Commodore 64,1991,Other,"Fun but scary"
